,Number_of_Children,Number_of_Children_Spouse,Sex,Age,Age_at_Marriage,Age_of_Spouse,Age_at_Marriage_Spouse,Age_Difference,Number_of_Roles,Spouse_is_Celebrity,Distance,Divorced
8568,,,0,40.0,31.0,,,,1,0,,1
8569,1.0,,0,39.0,28.0,38.0,27.0,1.0,1,0,2489.421980992662,1
8570,,,0,43.0,34.0,,,,1,0,,1
8571,3.0,,0,51.0,32.0,,,,2,0,,1
8572,1.0,,0,46.0,29.0,,,,1,0,,1
8573,,,0,63.0,38.0,65.0,33.0,5.0,1,1,349.36514897683554,1
8574,1.0,,0,43.0,42.0,,,,1,0,,0
8575,,,0,35.0,28.0,,,,1,0,,1
8576,,,0,40.0,28.0,,,,1,0,,1
8577,1.0,2.0,0,75.0,21.0,93.0,35.0,14.0,2,1,13.809092631654137,1
8578,1.0,1.0,0,49.0,36.0,40.0,27.0,9.0,2,0,1516.8886413227642,1
8579,,,0,39.0,29.0,,,,1,0,,0
8580,,,0,36.0,35.0,,,,1,0,,0
8581,1.0,,0,78.0,23.0,,,,1,0,,0
8582,1.0,,0,43.0,31.0,,,,1,0,,1
8583,1.0,,0,52.0,22.0,,,,1,0,,1
8584,,,0,42.0,35.0,,,,1,0,,0
8585,2.0,,0,39.0,27.0,,,,1,0,,1
8586,1.0,1.0,0,33.0,28.0,36.0,31.0,3.0,1,0,327.4516053014198,0
8587,2.0,2.0,0,33.0,29.0,47.0,43.0,14.0,1,1,772.5293475320136,0
8588,,,0,48.0,39.0,,,,1,0,,0
8589,1.0,,0,91.0,23.0,,,,1,0,,1
8590,,,0,34.0,29.0,,,,1,0,,1
8591,2.0,,0,36.0,29.0,,,,1,0,,0
8592,1.0,,0,76.0,21.0,,,,1,0,,0
8593,,,0,30.0,29.0,,,,1,0,,0
8594,3.0,,0,41.0,27.0,,,,1,0,,0
8595,,,0,84.0,40.0,,,,1,0,,0
8596,1.0,,0,53.0,26.0,,,,1,0,,0
8597,,,0,67.0,19.0,,,,1,0,,1
8598,,,0,38.0,32.0,,,,1,0,,0
8599,,,0,98.0,27.0,,,,1,0,,1
8600,2.0,,0,45.0,36.0,,,,1,0,,0
8601,1.0,,0,57.0,20.0,,,,1,0,,0
8602,,,0,44.0,23.0,,,,1,0,,1
8603,,,0,82.0,23.0,,,,1,0,,0
8604,1.0,,0,66.0,19.0,,,,1,0,,1
8605,1.0,1.0,0,43.0,34.0,54.0,45.0,11.0,1,0,365.6848418903109,0
8606,1.0,,0,38.0,32.0,,,,1,0,,0
8607,1.0,,0,39.0,36.0,,,,1,0,,0
8608,1.0,,0,47.0,31.0,,,,1,0,,1
8609,,,0,41.0,38.0,,,,1,0,,0
8610,1.0,,0,45.0,29.0,,,,1,0,,1
8611,,,0,43.0,33.0,,,,1,0,,0
8612,1.0,1.0,0,39.0,32.0,44.0,37.0,5.0,1,0,2291.5740920391618,0
8613,1.0,,0,37.0,35.0,,,,1,0,,0
8614,,,0,35.0,29.0,,,,1,0,,1
8615,1.0,,0,58.0,26.0,,,,1,0,,1
8616,1.0,1.0,0,45.0,28.0,51.0,34.0,6.0,1,0,187.3614110441065,0
8617,2.0,,0,45.0,36.0,,,,1,0,,0
8618,,,0,39.0,30.0,,,,1,0,,0
8619,2.0,,0,55.0,20.0,,,,1,0,,1
8620,1.0,,0,50.0,20.0,,,,2,0,,1
8621,2.0,,0,66.0,22.0,,,,1,0,,1
8622,1.0,,0,52.0,29.0,,,,2,0,,1
8623,2.0,2.0,0,79.0,24.0,79.0,34.0,10.0,1,0,349.36514897683554,0
8624,,,0,53.0,28.0,,,,1,0,,1
8625,,,0,55.0,28.0,,,,1,0,,1
8626,,,0,32.0,27.0,,,,1,0,,0
8627,1.0,1.0,0,36.0,30.0,39.0,33.0,3.0,1,0,285.778602024159,0
8628,1.0,,0,78.0,38.0,,,,2,0,,1
8629,,,0,50.0,33.0,46.0,29.0,4.0,1,0,181.92395136902684,1
8630,,,0,38.0,28.0,,,,1,0,,1
8631,,,0,39.0,30.0,,,,1,0,,1
8632,1.0,,0,53.0,37.0,,,,2,0,,0
8633,1.0,,0,69.0,27.0,,,,1,0,,1
8634,1.0,,0,59.0,36.0,,,,1,0,,1
8635,2.0,,0,44.0,34.0,,,,1,0,,0
8636,1.0,1.0,0,59.0,23.0,78.0,42.0,19.0,1,0,859.4158018318233,1
8637,,,0,43.0,28.0,,,,1,0,,1
8638,3.0,,0,46.0,23.0,,,,1,0,,1
8639,1.0,,0,48.0,33.0,,,,1,0,,0
8640,1.0,,0,35.0,30.0,,,,1,0,,0
8641,,,0,95.0,26.0,,,,1,0,,0
8642,1.0,,0,51.0,32.0,,,,1,0,,1
8643,3.0,1.0,0,50.0,24.0,38.0,31.0,7.0,1,0,527.4184036731423,0
8644,,,0,37.0,29.0,,,,1,0,,1
8645,,,0,39.0,35.0,,,,1,0,,1
8646,1.0,,0,54.0,38.0,,,,1,0,,1
8647,1.0,1.0,0,53.0,36.0,69.0,52.0,16.0,2,0,327.4516053014198,1
8648,1.0,,0,47.0,28.0,,,,1,0,,1
8649,1.0,1.0,0,54.0,26.0,62.0,34.0,8.0,1,0,349.36514897683554,0
8650,,,0,68.0,21.0,,,,1,0,,1
8651,1.0,,0,42.0,32.0,,,,1,0,,0
8652,,,0,37.0,27.0,,,,1,0,,1
8653,1.0,,0,69.0,23.0,,,,1,0,,1
8654,1.0,,0,78.0,44.0,,,,1,0,,0
8655,,,0,26.0,25.0,,,,1,0,,0
8656,1.0,,0,34.0,30.0,,,,1,0,,0
8657,,,0,34.0,31.0,,,,2,0,,0
8658,,,0,82.0,21.0,46.0,21.0,0.0,2,0,17.973469080294496,0
8659,1.0,,0,51.0,50.0,,,,1,0,,0
8660,,,0,42.0,40.0,,,,1,0,,0
8661,2.0,,0,33.0,26.0,,,,1,0,,0
8662,2.0,,0,51.0,19.0,,,,1,0,,1
8663,,,0,31.0,28.0,34.0,31.0,3.0,2,1,0.0,0
8664,,,0,76.0,31.0,71.0,56.0,25.0,1,0,3896.613922662685,1
8665,2.0,2.0,0,58.0,25.0,57.0,24.0,1.0,1,1,0.0,1
8666,,,0,63.0,54.0,,,,1,0,,0
8667,1.0,,0,41.0,22.0,,,,1,0,,1
8668,3.0,,0,39.0,26.0,,,,2,0,,1
8669,,,0,44.0,43.0,,,,2,0,,0
8670,,,0,38.0,31.0,,,,2,0,,0
8671,2.0,,1,81.0,66.0,,,,1,0,,0
8672,,,1,78.0,26.0,,,,1,0,,1
8673,2.0,,1,63.0,19.0,,,,1,0,,1
8674,2.0,,1,40.0,24.0,,,,1,0,,1
8675,2.0,2.0,1,69.0,28.0,,,,1,0,3916.392914944716,1
8676,2.0,,1,77.0,21.0,,,,2,0,,0
8677,2.0,,1,36.0,26.0,,,,1,0,,0
8678,2.0,,1,89.0,28.0,,,,1,0,,0
8679,,,1,43.0,41.0,36.0,34.0,7.0,1,0,6192.060428939856,0
8680,2.0,,1,84.0,23.0,,,,1,0,,0
8681,2.0,2.0,1,52.0,34.0,,,,1,0,,0
8682,3.0,,1,45.0,32.0,,,,1,0,,1
8683,5.0,,1,54.0,25.0,,,,1,0,,1
8684,7.0,,1,82.0,24.0,,,,1,0,,1
8685,2.0,,1,86.0,38.0,,,,1,0,,0
8686,2.0,2.0,1,37.0,28.0,,,,1,0,3765.261985683936,0
8687,1.0,,1,73.0,25.0,,,,1,0,,0
8688,3.0,,1,53.0,26.0,,,,1,0,,0
8689,3.0,,1,62.0,26.0,,,,1,0,,1
8690,1.0,,1,56.0,39.0,,,,1,0,,1
8691,,2.0,1,83.0,53.0,95.0,49.0,4.0,1,0,1838.440106942492,0
8692,1.0,1.0,1,54.0,37.0,46.0,29.0,8.0,1,1,1131.2135058630404,1
8693,1.0,1.0,1,81.0,35.0,89.0,28.0,7.0,1,1,0.0,1
8694,,,1,57.0,27.0,,,,1,0,,1
8695,1.0,,1,37.0,29.0,,,,1,0,,0
8696,3.0,3.0,1,51.0,33.0,51.0,33.0,0.0,2,1,2632.660064567792,1
8697,2.0,2.0,1,48.0,31.0,,,,1,1,1736.970936890611,1
8698,3.0,3.0,1,81.0,24.0,86.0,17.0,7.0,1,1,2825.928366179954,1
8699,4.0,,1,86.0,22.0,,,,1,0,,0
8700,2.0,,1,53.0,44.0,,,,1,0,,0
8701,2.0,,1,81.0,37.0,,,,1,0,,1
8702,2.0,2.0,1,44.0,40.0,,,,1,0,6616.237509654437,0
8703,2.0,,1,61.0,48.0,,,,2,0,,0
8704,,,1,76.0,33.0,,,,1,0,,1
8705,2.0,,1,99.0,39.0,,,,1,0,,0
8706,1.0,1.0,1,55.0,27.0,75.0,40.0,13.0,1,0,8755.3228846049,0
8707,,,1,81.0,33.0,,,,1,0,,0
8708,3.0,,1,87.0,21.0,,,,2,0,,0
8709,2.0,,1,53.0,19.0,,,,1,0,,1
8710,2.0,,1,72.0,18.0,,,,1,0,,1
8711,,,1,88.0,42.0,,,,1,0,,1
8712,,,1,83.0,25.0,89.0,31.0,6.0,1,0,8432.738850864276,0
8713,1.0,,1,47.0,28.0,,,,1,0,,0
8714,2.0,2.0,1,83.0,32.0,88.0,23.0,9.0,1,1,3949.049614791838,1
8715,3.0,3.0,1,59.0,34.0,53.0,28.0,6.0,1,1,0.0,0
8716,2.0,,1,64.0,23.0,,,,2,0,,0
8717,,,1,30.0,27.0,28.0,27.0,0.0,1,0,9.43406847723815,1
8718,1.0,,1,49.0,39.0,,,,1,0,,0
8719,3.0,,1,84.0,23.0,,,,1,0,,0
8720,,,1,62.0,33.0,85.0,22.0,11.0,2,0,4072.0629477690254,0
8721,2.0,,1,74.0,33.0,,,,1,0,,1
8722,3.0,,1,79.0,20.0,,,,1,0,,1
8723,2.0,,1,92.0,58.0,,,,1,0,,1
8724,2.0,,1,70.0,31.0,,,,2,0,,1
8725,5.0,,1,88.0,21.0,,,,4,0,,1
8726,3.0,3.0,1,39.0,22.0,46.0,29.0,7.0,1,1,819.1567884006703,0
8727,2.0,,1,61.0,32.0,,,,1,0,,1
8728,,,1,68.0,27.0,,,,1,0,,0
8729,,1.0,1,72.0,28.0,,,,2,0,362.6467693408241,1
8730,6.0,,1,81.0,21.0,,,,3,0,,1
8731,,,1,92.0,30.0,,,,1,0,,0
8732,3.0,,1,89.0,32.0,,,,1,0,,1
8733,,,1,38.0,32.0,,,,1,0,,0
8734,3.0,,1,40.0,36.0,,,,1,0,,0
8735,6.0,,1,85.0,24.0,,,,1,0,,0
8736,3.0,,1,91.0,36.0,,,,1,0,,0
8737,2.0,,1,42.0,19.0,,,,1,0,,1
8738,2.0,,1,84.0,26.0,,,,1,0,,1
8739,2.0,,1,53.0,29.0,,,,1,0,,1
8740,1.0,,1,94.0,41.0,,,,1,0,,0
8741,1.0,,1,39.0,28.0,,,,2,0,,1
8742,1.0,,1,91.0,30.0,,,,1,0,,0
8743,,,1,66.0,46.0,,,,1,0,,0
8744,,1.0,1,53.0,28.0,45.0,26.0,2.0,1,0,148.93209271387252,1
8745,,,1,70.0,24.0,,,,1,0,,0
8746,3.0,,1,91.0,29.0,,,,1,0,,1
8747,2.0,,1,85.0,26.0,,,,1,0,,1
8748,,,1,38.0,34.0,,,,1,0,,0
8749,4.0,,1,83.0,23.0,,,,1,0,,0
8750,6.0,,1,87.0,24.0,,,,1,0,,1
8751,2.0,,1,58.0,33.0,,,,1,0,,1
8752,6.0,,1,82.0,22.0,,,,4,0,,1
8753,4.0,,1,68.0,29.0,,,,1,0,,1
8754,2.0,,1,44.0,31.0,,,,1,0,,0
8755,1.0,,1,91.0,33.0,81.0,30.0,3.0,1,1,10361.378598927124,1
8756,1.0,,1,56.0,39.0,,,,1,0,,0
8757,2.0,,1,61.0,32.0,,,,1,0,,0
8758,2.0,2.0,1,89.0,31.0,,,,1,1,1312.6672299037916,1
8759,2.0,2.0,1,52.0,39.0,53.0,40.0,1.0,1,0,2821.3410957911155,0
8760,2.0,,1,56.0,30.0,51.0,25.0,5.0,3,1,4129.089118305205,1
8761,3.0,,1,81.0,23.0,,,,1,0,,1
8762,,,1,64.0,19.0,,,,1,0,,1
8763,1.0,,1,82.0,46.0,,,,1,0,,1
8764,,,1,46.0,21.0,86.0,19.0,2.0,2,1,1838.530411353271,1
8765,3.0,,1,95.0,23.0,,,,1,0,,1
8766,4.0,2.0,1,84.0,26.0,97.0,23.0,3.0,1,1,2160.089529285042,1
8767,,,1,61.0,37.0,,,,1,0,,1
8768,,,1,45.0,31.0,48.0,34.0,3.0,1,1,1018.7496382530692,1
8769,,,1,52.0,31.0,,,,1,0,,0
8770,2.0,,1,67.0,43.0,,,,1,0,,1
8771,3.0,,1,89.0,21.0,,,,1,0,,1
8772,2.0,,1,63.0,33.0,,,,1,0,,1
8773,2.0,,1,77.0,21.0,,,,1,0,,1
8774,2.0,,1,51.0,26.0,,,,1,0,,0
8775,,,1,57.0,32.0,,,,2,0,,1
8776,,,1,92.0,46.0,,,,1,0,,1
8777,1.0,,1,70.0,27.0,,,,1,0,,1
8778,1.0,,1,70.0,18.0,,,,1,0,,1
8779,4.0,,1,95.0,35.0,,,,1,0,,1
8780,,2.0,1,83.0,30.0,70.0,24.0,6.0,1,0,873.6769045163487,1
8781,,,1,69.0,23.0,78.0,29.0,6.0,2,1,2475.970598484392,1
8782,3.0,,1,88.0,25.0,,,,1,0,,1
8783,2.0,,1,70.0,30.0,91.0,23.0,7.0,2,0,1144.293950028263,1
8784,3.0,,1,66.0,27.0,,,,1,0,,1
8785,2.0,5.0,1,64.0,31.0,71.0,38.0,7.0,2,1,1634.5955259773225,1
8786,1.0,,1,69.0,28.0,,,,2,0,,1
8787,3.0,1.0,1,52.0,28.0,59.0,35.0,7.0,1,1,963.7674866355728,1
8788,5.0,,1,66.0,28.0,,,,1,0,,0
8789,,,1,77.0,21.0,,,,1,0,,1
8790,,,1,56.0,48.0,40.0,32.0,16.0,1,0,,0
8791,2.0,2.0,1,63.0,26.0,,,,1,0,,0
8792,1.0,,1,52.0,23.0,,,,1,0,,1
8793,4.0,,1,63.0,27.0,,,,1,0,,1
8794,2.0,2.0,1,63.0,30.0,60.0,23.0,7.0,1,0,,1
8795,2.0,,1,75.0,20.0,,,,1,0,,1
8796,4.0,,1,92.0,30.0,,,,1,0,,1
8797,2.0,,1,74.0,33.0,,,,1,0,,1
8798,5.0,,1,93.0,26.0,,,,1,0,,1
8799,3.0,,1,52.0,21.0,,,,1,0,,0
8800,,,1,36.0,29.0,41.0,34.0,5.0,1,1,1047.9200254409343,1
8801,,,1,67.0,28.0,,,,1,0,,1
8802,,,1,76.0,33.0,,,,1,0,,0
8803,2.0,,1,62.0,24.0,,,,1,0,,1
8804,1.0,1.0,1,,,79.0,,,1,1,,1
8805,3.0,,1,85.0,30.0,,,,1,0,,0
8806,1.0,,1,84.0,29.0,,,,2,0,,1
8807,,,1,49.0,30.0,,,,1,0,,0
8808,2.0,,1,79.0,23.0,,,,1,0,,0
8809,1.0,,1,67.0,27.0,,,,1,0,,0
8810,3.0,,1,62.0,26.0,,,,1,0,,1
8811,1.0,1.0,1,,,,,,3,1,842.8866516019555,0
8812,2.0,,1,59.0,26.0,,,,1,0,,1
8813,,,1,91.0,25.0,,,,1,0,,0
8814,,,1,68.0,43.0,,,,1,0,,0
8815,,,1,58.0,53.0,,,,1,0,,1
8816,1.0,1.0,1,85.0,29.0,99.0,41.0,12.0,1,1,129.61529962950297,0
8817,1.0,,1,,,,,,1,0,,0
8818,3.0,3.0,1,71.0,31.0,,,,2,1,744.0867371687509,1
8819,1.0,,1,88.0,23.0,75.0,25.0,2.0,1,1,732.2924413565726,1
8820,1.0,1.0,1,59.0,35.0,60.0,36.0,1.0,1,1,3950.009094781146,1
8821,,,1,53.0,48.0,,,,1,0,,0
8822,,,1,69.0,27.0,,,,1,0,,1
8823,4.0,4.0,1,42.0,23.0,56.0,37.0,14.0,1,1,3907.347777493637,0
8824,,2.0,1,76.0,26.0,72.0,25.0,1.0,1,0,749.9698966553663,1
8825,,,1,29.0,28.0,,,,1,0,,1
8826,3.0,,1,72.0,28.0,,,,1,0,,1
8827,2.0,2.0,1,65.0,30.0,58.0,23.0,7.0,1,1,129.61529962950297,0
8828,,,1,69.0,42.0,,,,1,0,,0
8829,2.0,,1,57.0,31.0,,,,2,0,,0
8830,2.0,,1,37.0,31.0,,,,1,0,,0
8831,1.0,,1,84.0,28.0,,,,2,0,,1
8832,,,1,86.0,29.0,,,,1,0,,1
8833,2.0,,1,88.0,32.0,,,,1,0,,0
8834,3.0,,1,53.0,27.0,,,,1,0,,0
8835,,,1,69.0,33.0,,,,1,0,,1
8836,2.0,,1,79.0,22.0,,,,1,0,,1
8837,,,1,73.0,63.0,,,,1,0,,0
8838,,,1,76.0,31.0,,,,1,0,,1
8839,2.0,,1,63.0,47.0,,,,1,0,,0
8840,,,1,84.0,21.0,,,,2,0,,0
8841,5.0,,1,68.0,32.0,,,,1,0,,1
8842,2.0,,1,61.0,28.0,,,,1,0,,0
8843,1.0,1.0,1,64.0,31.0,70.0,37.0,6.0,1,1,1008.660092430752,0
8844,,,1,87.0,33.0,,,,1,0,,1
8845,3.0,3.0,1,75.0,34.0,72.0,31.0,3.0,1,1,1618.4348842189438,1
8846,1.0,,1,47.0,36.0,,,,4,0,,0
8847,2.0,,1,85.0,38.0,77.0,26.0,12.0,1,1,8.973887340481497,1
8848,2.0,,1,54.0,34.0,,,,2,0,,0
8849,4.0,,1,69.0,27.0,,,,1,0,,1
8850,2.0,,1,78.0,32.0,,,,1,0,,0
8851,3.0,,1,61.0,26.0,,,,1,0,,0
8852,5.0,,1,63.0,,,,,1,0,,1
8853,2.0,,1,57.0,24.0,,,,1,0,,0
8854,3.0,3.0,1,60.0,32.0,55.0,27.0,5.0,1,1,3980.499045211317,0
8855,2.0,2.0,1,49.0,26.0,53.0,30.0,4.0,1,0,6038.697953482414,0
8856,2.0,,1,46.0,38.0,,,,4,0,,0
8857,2.0,,1,92.0,38.0,,,,1,0,,0
8858,3.0,,1,77.0,32.0,,,,1,0,,1
8859,,,1,90.0,31.0,,,,1,0,,1
8860,4.0,,1,71.0,21.0,,,,1,0,,1
8861,3.0,,1,76.0,21.0,,,,1,0,,1
8862,,1.0,1,53.0,32.0,39.0,29.0,3.0,2,0,7570.658245421011,1
8863,2.0,1.0,1,72.0,37.0,79.0,24.0,13.0,1,1,1851.879501010543,1
8864,,,1,77.0,29.0,,,,1,0,,1
8865,2.0,2.0,1,73.0,27.0,62.0,32.0,5.0,1,0,1759.85993296751,1
8866,,,1,81.0,23.0,,,,1,0,,0
8867,,,1,67.0,30.0,,,,1,0,,0
8868,,,1,81.0,36.0,45.0,37.0,1.0,1,0,2958.498073078014,1
8869,,,1,75.0,25.0,,,,1,0,,0
8870,3.0,,1,46.0,32.0,,,,2,0,,0
8871,3.0,2.0,1,88.0,32.0,58.0,27.0,5.0,1,1,983.0126154313572,1
8872,3.0,,1,54.0,23.0,,,,1,0,,1
8873,,,1,77.0,37.0,,,,1,0,,0
8874,,,1,75.0,27.0,,,,1,0,,0
8875,,,1,65.0,26.0,,,,2,0,,1
8876,,,1,56.0,46.0,,,,1,0,,0
8877,5.0,,1,83.0,23.0,,,,2,0,,0
8878,3.0,,1,90.0,25.0,,,,1,0,,0
8879,,,1,68.0,28.0,96.0,17.0,11.0,1,1,1536.8516715156495,1
8880,4.0,2.0,1,72.0,21.0,96.0,28.0,7.0,1,1,,1
8881,2.0,4.0,1,76.0,26.0,60.0,17.0,9.0,1,1,129.61529962950297,1
8882,2.0,,1,45.0,36.0,,,,1,0,,0
8883,2.0,3.0,1,68.0,25.0,56.0,19.0,6.0,1,1,3049.796213230155,1
8884,4.0,3.0,1,75.0,58.0,,,,1,0,,0
8885,1.0,1.0,1,55.0,29.0,,,,1,0,1601.8634718856497,0
8886,3.0,,1,70.0,26.0,,,,1,0,,1
8887,,,1,55.0,43.0,,,,1,0,,0
8888,2.0,,1,54.0,32.0,,,,2,0,,0
8889,,,1,58.0,31.0,,,,1,0,,1
8890,,,1,60.0,51.0,,,,1,0,,0
8891,2.0,,1,57.0,31.0,,,,1,0,,0
8892,2.0,3.0,1,67.0,25.0,66.0,24.0,1.0,1,0,2107.4625702599587,1
8893,3.0,,1,54.0,21.0,,,,1,0,,1
8894,,,1,62.0,22.0,,,,1,0,,1
8895,,,1,60.0,27.0,,,,1,0,,1
8896,2.0,2.0,1,88.0,25.0,74.0,22.0,3.0,1,0,928.3687065804934,0
8897,2.0,2.0,1,45.0,38.0,36.0,29.0,9.0,1,1,4320.411192399084,0
8898,4.0,,1,92.0,28.0,,,,2,0,,1
8899,2.0,,1,80.0,22.0,,,,1,0,,0
8900,2.0,,1,62.0,23.0,,,,1,0,,1
8901,4.0,4.0,1,86.0,55.0,65.0,34.0,21.0,2,1,1597.812081026182,0
8902,,,1,78.0,22.0,,,,1,0,,0
8903,3.0,3.0,1,72.0,31.0,96.0,21.0,10.0,1,1,597.5691933459981,1
8904,1.0,,1,73.0,23.0,,,,1,0,,1
8905,2.0,,1,60.0,23.0,89.0,22.0,1.0,1,0,6104.089419881898,0
8906,,,1,74.0,35.0,,,,1,0,,0
8907,,,1,,,,,,1,0,,0
8908,1.0,,1,39.0,20.0,,,,1,0,,1
8909,,,1,88.0,40.0,,,,1,0,,0
8910,,,1,61.0,35.0,,,,1,0,,0
8911,3.0,,1,81.0,27.0,,,,1,0,,1
8912,1.0,,1,64.0,28.0,,,,1,0,,0
8913,2.0,,1,63.0,40.0,,,,1,0,,1
8914,3.0,,1,69.0,21.0,,,,1,0,,1
8915,3.0,,1,74.0,27.0,,,,1,0,,1
8916,1.0,1.0,1,50.0,33.0,48.0,31.0,2.0,1,1,1796.2875879868975,0
8917,,,1,73.0,39.0,69.0,35.0,4.0,1,1,0.0,0
8918,,,1,53.0,40.0,,,,1,0,,1
8919,4.0,,1,96.0,21.0,,,,1,0,,1
8920,1.0,,1,45.0,40.0,,,,1,0,,0
8921,,,1,72.0,20.0,,,,1,0,,1
8922,1.0,,1,37.0,32.0,,,,2,0,,1
8923,1.0,1.0,1,85.0,46.0,82.0,43.0,3.0,1,1,3940.9877873086575,0
8924,,,1,87.0,23.0,,,,1,0,,1
8925,2.0,,1,88.0,27.0,,,,1,0,,0
8926,3.0,,1,69.0,26.0,,,,2,0,,1
8927,,,1,33.0,27.0,,,,2,0,,0
8928,,,1,43.0,34.0,,,,1,0,,0
8929,,,1,79.0,22.0,,,,2,0,,1
8930,,,1,68.0,65.0,,,,1,0,,0
8931,2.0,,1,58.0,21.0,,,,1,0,,1
8932,3.0,,1,78.0,41.0,,,,1,0,,1
8933,,,1,82.0,52.0,,,,1,0,,1
8934,2.0,2.0,1,85.0,23.0,85.0,23.0,0.0,1,1,2545.0228735636283,0
8935,1.0,1.0,1,39.0,34.0,37.0,32.0,2.0,2,0,557.5535647239802,0
8936,2.0,,1,101.0,27.0,,,,1,0,,0
8937,3.0,,1,74.0,31.0,,,,1,0,,1
8938,1.0,1.0,1,80.0,33.0,78.0,22.0,11.0,1,1,2788.912808564119,0
8939,2.0,2.0,1,67.0,26.0,70.0,29.0,3.0,1,0,1251.411729546242,0
8940,2.0,,1,45.0,23.0,,,,1,0,,1
8941,,,1,73.0,29.0,,,,1,0,,1
8942,6.0,,1,74.0,27.0,,,,1,0,,1
8943,1.0,,1,59.0,29.0,,,,1,0,,1
8944,2.0,,1,75.0,42.0,,,,1,0,,0
8945,,,1,44.0,30.0,,,,2,0,,0
8946,,1.0,1,81.0,48.0,85.0,38.0,10.0,1,1,592.5249035187767,0
8947,2.0,2.0,1,68.0,47.0,51.0,30.0,17.0,1,0,1408.1032247303426,0
8948,3.0,,1,94.0,33.0,,,,2,0,,1
8949,4.0,4.0,1,83.0,23.0,72.0,22.0,1.0,1,0,308.32926282365105,0
8950,2.0,,1,92.0,22.0,,,,2,0,,0
8951,2.0,,1,61.0,37.0,,,,1,0,,1
8952,4.0,,1,69.0,29.0,,,,1,0,,1
8953,3.0,,1,47.0,34.0,,,,1,0,,0
8954,,,1,77.0,28.0,41.0,34.0,6.0,1,1,2383.4265606590143,0
8955,1.0,1.0,1,46.0,37.0,45.0,36.0,1.0,1,0,7310.598176564365,0
8956,2.0,,1,61.0,47.0,,,,1,0,,0
8957,,,1,81.0,25.0,,,,2,0,,0
8958,1.0,1.0,1,56.0,41.0,48.0,33.0,8.0,2,0,734.3592248128867,0
8959,3.0,,1,89.0,33.0,,,,1,0,,1
8960,3.0,,1,88.0,26.0,,,,1,0,,0
8961,,,1,98.0,27.0,,,,1,0,,0
8962,1.0,,1,57.0,31.0,,,,1,0,,1
8963,4.0,,1,83.0,50.0,,,,1,0,,0
8964,3.0,,1,68.0,45.0,,,,2,0,,0
8965,5.0,,1,67.0,24.0,,,,1,0,,1
8966,,2.0,1,68.0,30.0,65.0,27.0,3.0,1,1,3138.5699047656394,1
8967,2.0,2.0,1,45.0,30.0,,,,1,1,3420.071140869103,0
8968,,,1,37.0,28.0,,,,1,0,,0
8969,2.0,,1,91.0,18.0,,,,1,0,,1
8970,3.0,5.0,1,83.0,35.0,76.0,27.0,8.0,1,1,3681.460017235898,1
8971,2.0,2.0,1,69.0,45.0,65.0,41.0,4.0,1,1,543.4962097313519,0
8972,1.0,,1,89.0,23.0,,,,2,0,,0
8973,4.0,,1,87.0,29.0,,,,1,0,,1
8974,1.0,1.0,1,59.0,37.0,37.0,26.0,11.0,1,1,558.9608385625537,1
8975,2.0,,1,54.0,37.0,,,,2,0,,0
8976,3.0,,1,41.0,28.0,,,,1,0,,0
8977,2.0,,1,52.0,27.0,,,,3,0,,0
8978,2.0,,1,78.0,33.0,78.0,36.0,3.0,1,1,1527.0268569702637,1
8979,,,1,71.0,25.0,,,,1,0,,1
8980,,,1,82.0,26.0,,,,1,0,,1
8981,3.0,,1,90.0,28.0,,,,1,0,,1
8982,1.0,,1,56.0,43.0,,,,1,0,,0
8983,,,1,73.0,22.0,76.0,28.0,6.0,1,1,2629.192653159272,1
8984,5.0,,1,68.0,19.0,,,,1,0,,1
8985,1.0,,1,85.0,21.0,,,,1,0,,0
8986,2.0,,1,70.0,39.0,,,,1,0,,0
8987,4.0,,1,44.0,24.0,,,,1,0,,0
8988,2.0,,1,66.0,33.0,,,,1,0,,0
8989,3.0,,1,68.0,18.0,,,,1,0,,1
8990,2.0,,1,87.0,42.0,,,,1,0,,1
8991,2.0,4.0,1,51.0,37.0,52.0,38.0,1.0,1,0,1425.84565983396,0
8992,2.0,,1,76.0,37.0,,,,1,0,,0
8993,,,1,70.0,55.0,69.0,51.0,4.0,1,0,1130.0438461741717,0
8994,2.0,2.0,1,50.0,30.0,40.0,31.0,1.0,1,1,2557.880879986831,1
8995,,,1,62.0,38.0,39.0,34.0,4.0,1,0,1495.514127548498,0
8996,2.0,,1,91.0,23.0,,,,1,0,,0
8997,4.0,,1,59.0,28.0,,,,1,0,,0
8998,1.0,,1,82.0,29.0,,,,1,0,,0
8999,2.0,,1,58.0,27.0,65.0,25.0,2.0,1,0,0.0,1
9000,2.0,2.0,1,70.0,27.0,,,,2,0,17056.213837737552,0
9001,1.0,,1,48.0,29.0,,,,1,0,,0
9002,1.0,1.0,1,83.0,31.0,90.0,32.0,1.0,1,1,19.69352746387496,0
9003,3.0,,1,46.0,34.0,,,,1,0,,0
9004,4.0,,1,61.0,27.0,,,,1,0,,0
9005,,,1,57.0,33.0,,,,1,0,,1
9006,2.0,,1,85.0,25.0,,,,1,0,,0
9007,1.0,,1,42.0,36.0,,,,1,0,,0
9008,3.0,3.0,1,40.0,32.0,33.0,25.0,7.0,1,1,3043.4209450673457,0
9009,1.0,,1,,,,,,1,0,,1
9010,1.0,,1,33.0,26.0,,,,1,0,,0
